Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
"20th and H Streets NW (cars entering at 22nd and H Street NW), Washington DC, DC 20037",38.898918,-77.055446,1,place,,,,,Washington,DC,District of Columbia,20037,US,TIGER/Line® dataset from the US Census Bureau
"22nd and I St NW, Washington DC, DC 20037",38.900691,-77.048823,0.8,intersection,,22nd St NW,,,Washington,DC,District of Columbia,20037,US,TIGER/Line® dataset from the US Census Bureau
"2350 Washington Place, NE, Washington DC, DC 20018",38.921038,-76.994816,1,rooftop,2350,Washington Pl NE,,,Washington,DC,District of Columbia,20018,US,City of Washington
"900 23rd Street, NW, Washington DC, DC 20037",38.901584,-77.050339,1,rooftop,900,23rd St NW,,,Washington,DC,District of Columbia,20037,US,City of Washington
"2041 Georgia Ave NW, Washington DC, DC 20060",38.91781,-77.020923,1,rooftop,2041,Georgia Ave NW,,,Washington,DC,District of Columbia,20060,US,City of Washington
"700 2nd Street, NE, Washington DC, DC 20002",38.89949,-77.003941,1,rooftop,700,2nd St NE,,,Washington,DC,District of Columbia,20002,US,City of Washington
"1805 Columbia Rd NW, Washington DC, DC 20009",38.922538,-77.043239,1,rooftop,1805,Columbia Rd NW,,,Washington,DC,District of Columbia,20009,US,City of Washington
"228 7th Street, SE, Washington DC, DC 20003",38.886454,-76.995841,1,rooftop,228,7th St SE,,,Washington,DC,District of Columbia,20003,US,City of Washington
"Washington International School\n1690 36th St NW. Washington, DC, DC 20007",38.914561,-77.075649,1,place,,,,,Washington,DC,District of Columbia,20007,US,TIGER/Line® dataset from the US Census Bureau
"5255 Loughboro Rd, Washington DC, DC 20016",38.936167,-77.108831,0.9,rooftop,5255,Loughboro Rd NW,,,Washington,DC,District of Columbia,20016,US,City of Washington
"1328 Southern Avenue SE, Washington DC, DC 20032",38.836132,-76.984233,1,rooftop,1328,Southern Ave SE,,,Washington,DC,District of Columbia,20032,US,City of Washington
"2301 Martin Luther King Jr. Avenue, Washington DC, DC 20020",38.863515,-76.991298,0.9,rooftop,2301,Martin Luther King Jr Ave SE,,,Washington,DC,District of Columbia,20020,US,City of Washington
"1525 14th Street, Washington DC, DC 20005",38.910483,-77.031634,0.9,rooftop,1525,14th St NW,,,Washington,DC,District of Columbia,20005,US,City of Washington
"640 S State St, Dover, DE 19901",39.151228,-75.523598,1,rooftop,640,S State St,,,Dover,DE,Kent County,19901,US,City of Dover
"32060 Longneck Rd, Millsboro, DE 19966",38.659458,-75.24641,0.33,place,,,,,Millsboro,DE,Sussex County,19966,US,TIGER/Line® dataset from the US Census Bureau
"200 Hygeia Drive, Newark, DE 19713",39.692357,-75.674781,1,rooftop,200,Hygeia Dr,,,Newark,DE,New Castle County,19713,US,New Castle
"625 W 12th St, Willmington, DE 19801",39.749648,-75.551826,1,range_interpolation,625,W 12th St,,,Wilmington,DE,New Castle County,19801,US,TIGER/Line® dataset from the US Census Bureau
"801 Middleford Rd, Seaford, DE 19973",38.641696,-75.604526,1,rooftop,801,Middleford Rd,,,Seaford,DE,Sussex County,19973,US,Sussex
"1600 Rockland Rd, Wilmington, DE 19803",39.778191,-75.557506,1,rooftop,1600,Rockland Rd,,,Wilmington,DE,New Castle County,19803,US,New Castle
"701 N Clayton St, Wilmington, DE 19805",39.749685,-75.567176,1,rooftop,701,N Clayton St,,,Wilmington,DE,New Castle County,19805,US,New Castle
"4200 Conroy Road, Orlando, FL 32839",28.486909,-81.432299,1,rooftop,4200,Conroy Rd,,,Orlando,FL,Orange County,32839,US,Loveland
"3100 E. Fletcher, Tampa, FL 33613",28.071278,-82.423966,1,rooftop,3100,E Fletcher Ave,,,Tampa,FL,Hillsborough County,33613,US,Loveland
"1801 W International Speedway Blvd, Daytona Beach, FL 32114",29.1922,-81.06865,1,rooftop,1801,W International Speedway Blvd,,,Daytona Beach,FL,Volusia County,32114,US,Statewide2
"2293 S Woodland Blvd, Deland, FL 32720",28.988276,-81.299883,1,rooftop,2293,S Woodland Blvd,,,De Land,FL,Volusia County,32720,US,Volusia County
"1245 W Granada Blvd, Ormond Beach, FL 32174",29.266147,-81.10453,1,rooftop,1245,W Granada Blvd,,,Ormond Beach,FL,Volusia County,32174,US,Volusia County
"440 W State Road 436, Altamonte Springs, FL 32714",28.66172,-81.39798,1,rooftop,440,W State Road 436,,,Altamonte Springs,FL,Seminole County,32714,US,Statewide2
"509 S Semoran Blvd, Orlando, FL 32807",28.536627,-81.310051,1,rooftop,509,S Semoran Blvd,,,Orlando,FL,Orange County,32807,US,Loveland
"10222 Bloomingdale Ave, Riverview, FL 33578",27.894349,-82.33234,1,rooftop,10222,Bloomingdale Ave,,,Riverview,FL,Hillsborough County,33578,US,Statewide2
"4001 W Linebaugh Ave, Tampa, FL 33624",28.040475,-82.509583,1,rooftop,4001,W Linebaugh Ave,,,Tampa,FL,Hillsborough County,33624,US,Hillsborough County
"6930 Gunn Hwy, Tampa, FL 33625",28.065653,-82.569825,1,rooftop,6930,Gunn Hwy,,,Tampa,FL,Hillsborough County,33625,US,Hillsborough County
"15701 State Road 50 Ste 101, Clermont, FL 34711",28.547142,-81.695744,1,rooftop,15701,State Road 50,Ste,101,Clermont,FL,Lake County,34711,US,Statewide2
"630 N Bumby Ave, Orlando, FL 32803",28.552615,-81.352341,1,rooftop,630,N Bumby Ave,,,Orlando,FL,Orange County,32803,US,Loveland
"5810 S Semoran Blvd, Orlando, FL 32822",28.478303,-81.311556,1,rooftop,5810,S Semoran Blvd,,,Orlando,FL,Orange County,32822,US,Statewide2
"1014 W INTERNATIONAL SPEEDWAY BLVD, DAYTONA BEACH, FL 32114",29.202902,-81.042328,1,rooftop,1014,W International Speedway Blvd,,,Daytona Beach,FL,Volusia County,32114,US,Statewide2
"8014 Conroy Windermere Rd Ste 104, Orlando, FL 32835",28.493143,-81.492139,1,rooftop,8014,Conroy Windermere Rd,Ste,104,Orlando,FL,Orange County,32835,US,Loveland
"3293 Greenwald Way N, Kissimmee, FL 34741",28.34713,-81.41783,1,rooftop,3293,Greenwald Way N,,,Kissimmee,FL,Osceola County,34741,US,Statewide2
"105 S Country Club Rd, Lake Mary, FL 32746",28.755811,-81.321446,1,rooftop,105,S Country Club Rd,,,Lake Mary,FL,Seminole County,32746,US,Loveland
"2325 W Fairbanks Ave, Winter Park, FL 32789",28.593318,-81.380775,1,rooftop,2325,W Fairbanks Ave,,,Winter Park,FL,Orange County,32789,US,Loveland
"4320 W Vine St, Kissimmee, FL 34746",28.303319,-81.453986,1,rooftop,4320,W Vine St,,,Kissimmee,FL,Osceola County,34746,US,Osceola
"12500 State Road 535, Orlando, FL 32836",28.383213,-81.507286,1,rooftop,12500,State Road 535,,,Orlando,FL,Orange County,32836,US,Orange County
"9637 Lake Nona Village Pl, Orlando, FL 32827",28.426087,-81.254419,1,rooftop,9637,Lake Nona Village Pl,,,Orlando,FL,Orange County,32827,US,Loveland
"2540 Lee Rd, Winter Park, FL 32789",28.605165,-81.383166,1,rooftop,2540,Lee Rd,,,Winter Park,FL,Orange County,32789,US,Loveland
"1103 N 14th St Ste 101, Leesburg, FL 34748",28.799427,-81.887426,0.9,range_interpolation,1103,State Hwy 25,Ste,101,Leesburg,FL,Lake County,34748,US,TIGER/Line® dataset from the US Census Bureau
"855 S US Highway 17 92, Longwood, FL 32750",28.711804,-81.323729,1,rooftop,855,N 17-92 Hwy,,,Longwood,FL,Seminole County,32750,US,Loveland
"19015 US Highway 441, Mount Dora, FL 32757",28.824701,-81.641102,1,rooftop,19015,US Highway 441,,,Mount Dora,FL,Lake County,32757,US,Loveland
"1360 Saxon Blvd, Orange City, FL 32763",28.910505,-81.274786,1,rooftop,1360,Saxon Blvd,,,Orange City,FL,Volusia County,32763,US,Volusia County
"8201 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34747",28.347691,-81.613961,1,rooftop,8201,Irlo Bronson Memorial Hwy,,,Kissimmee,FL,Orange County,34747,US,Loveland
"8010 Red Bug Lake Rd, Oviedo, FL 32765",28.657082,-81.239977,1,rooftop,8010,Red Bug Lake Rd,,,Oviedo,FL,Seminole County,32765,US,Seminole
"1270 Palm Coast Pkwy SW, Palm Coast, FL 32137",29.554107,-81.232992,1,rooftop,1270,Palm Coast Pkwy NW,,,Palm Coast,FL,Flagler County,32137,US,Loveland
"1208 Dunlawton Ave, Port Orange, FL 32127",29.123174,-81.011309,1,rooftop,1208,Dunlawton Ave,,,Daytona Beach,FL,Volusia County,32127,US,Volusia County
"2301 Sand Lake Rd, Orlando, FL 32809",28.45058,-81.41231,1,rooftop,2301,Sand Lake Rd,,,Orlando,FL,Orange County,32809,US,Statewide2
"4451 W State Road 46, Sanford, FL 32771",28.786706,-81.206962,1,range_interpolation,4451,E State Hwy 46,,,Sanford,FL,Seminole County,32771,US,TIGER/Line® dataset from the US Census Bureau
"2609 S Orange Ave, Orlando, FL 32806",28.513579,-81.376103,1,rooftop,2609,S Orange Ave,,,Orlando,FL,Orange County,32806,US,Loveland
"301 N Dale Mabry Hwy, Tampa, FL 33609",27.947614,-82.505242,1,rooftop,301,N Dale Mabry Hwy,,,Tampa,FL,Hillsborough County,33609,US,Hillsborough County
"5802 E Fowler Ave, Temple Terrace, FL 33617",28.054966,-82.391145,1,rooftop,5802,E Fowler Ave,,,Tampa,FL,Hillsborough County,33617,US,Loveland
"11550 University Blvd, Orlando, FL 32817",28.596833,-81.219863,1,rooftop,11550,University Blvd,,,Orlando,FL,Orange County,32817,US,Loveland
"250 N Alafaya Trl Ste 135, Orlando, FL 32828",28.548222,-81.204546,1,rooftop,250,N Alafaya Trl,Ste,135,Orlando,FL,Orange County,32828,US,Orange County
"1127 Bruce B Downs Blvd, Wesley Chapel, FL 33544",28.172544,-82.354214,1,rooftop,1127,Bruce B Downs Blvd,,,Zephyrhills,FL,Pasco County,33544,US,Pasco
"3005 Daniels Rd, Winter Garden, FL 34787",28.525331,-81.584898,1,rooftop,3005,Daniels Rd,,,Winter Garden,FL,Orange County,34787,US,Loveland
"3099 Aloma Ave, Winter Park, FL 32792",28.604586,-81.307732,1,rooftop,3099,Aloma Ave,,,Winter Park,FL,Orange County,32792,US,Loveland
"2600 Bruce B Downs Blvd, Wesley Chapel, FL 33544",28.19211,-82.35336,1,rooftop,2600,Bruce B Downs Blvd,,,Zephyrhills,FL,Pasco County,33544,US,Statewide2
"401 E. 65th Street, Hialeah, FL 33013",25.88179,-80.27402,1,rooftop,401,E 65th St,,,Hialeah,FL,Miami-Dade County,33013,US,Statewide2
"5147 North 9th Ave #1100, Pensacola, FL 32504",30.47333,-87.21224,1,rooftop,5147,N 9th Ave,#,1100,Pensacola,FL,Escambia County,32504,US,Statewide2
"4205 Belfort Rd, Jacksonville, FL 32216",30.252666,-81.580742,1,rooftop,4205,Belfort Rd,,,Jacksonville,FL,Duval County,32216,US,Duval
"1633 Race Track Rd, St Johns, FL 32259",30.122091,-81.621437,1,rooftop,1633,Race Track Rd,,,Jacksonville,FL,St. Johns County,32259,US,St Johns
"9580 Applecross Rd #106, Jacksonville, FL 32222",30.196202,-81.826185,1,rooftop,9580,Applecross Rd,#,106,Jacksonville,FL,Duval County,32222,US,Duval
"4160 Southside Blvd #10, Jacksonville, FL 32216",30.272553,-81.55973,1,rooftop,4160,Southside Blvd,#,10,Jacksonville,FL,Duval County,32216,US,Duval
"480 West Lowder Street, Macclenny, FL 32063",30.27249,-82.12887,1,rooftop,480,W Lowder St,,,Macclenny,FL,Baker County,32063,US,Statewide2
"8900 N Kendall Dr, Miami, FL 33176",25.68445,-80.338947,1,rooftop,8900,N Kendall Dr,,,Miami,FL,Miami-Dade County,33176,US,Miami-Dade County
"597 West 11th Street, Panama City, FL 32401",30.165764,-85.668055,1,rooftop,597,11th St W,,,Panama City,FL,Bay County,32401,US,Loveland
"2200 Osprey Blvd, Bartow, FL 33830",27.917612,-81.842659,1,rooftop,2200,Osprey Blvd,,,Bartow,FL,Polk County,33830,US,Loveland
"4201 N Dale Mabry Highway, Tampa, FL 33607",27.97871,-82.502969,1,rooftop,4201,N Dale Mabry Hwy,,,Tampa,FL,Hillsborough County,33607,US,Statewide2
"900 Carillon Parkway Ste. 106 \n , St. Petersburg, FL 33716",27.892653,-82.666693,1,rooftop,900,Carillon Pkwy,,,Saint Petersburg,FL,Pinellas County,33716,US,City of Pinellas Park
"5355 School Rd, New Port Richey, FL 34652",28.235299,-82.716948,1,rooftop,5355,School Rd,,,New Port Richey,FL,Pasco County,34652,US,Statewide2
"2555 Judge Fran Jamieson Way, Viera, FL 32940",28.246243,-80.732336,1,rooftop,2555,Judge Fran Jamieson Way,,,Melbourne,FL,Brevard County,32940,US,Loveland
"3700 NW 11th Pl, Lauderhill, FL 33311",26.242451,-80.173344,0.4,rooftop,3700,NW 11th St,,,Pompano Beach,FL,Broward County,33066,US,Broward
"1350 NW 50th St, Miami, FL 33142",25.820557,-80.21851,1,rooftop,1350,NW 50th St,,,Miami,FL,Miami-Dade County,33142,US,Miami-Dade County
"2950 Cleveland Clinic Blvd, Weston, FL 33331",26.082512,-80.364376,1,rooftop,2950,Cleveland Clinc Blvd,,,Fort Lauderdale,FL,Broward County,33331,US,Statewide2
"1000 36th Street, Vero Beach, FL 32960",27.657569,-80.393416,1,rooftop,1000,36th St,,,Vero Beach,FL,Indian River County,32960,US,Loveland
"200 SE Hospital Ave., Stuart, FL 34994",27.19939,-80.24299,1,rooftop,200,SE Hospital Ave,,,Stuart,FL,Martin County,34994,US,Statewide2
"10000 SW Innovation Way, Port St. Lucie, FL 34987",27.261724,-80.426574,1,rooftop,10000,SW Innovation Way,,,Port Saint Lucie,FL,St. Lucie County,34987,US,St Lucie
"3250 Meridian Parkway, Weston, FL 33331",26.0771,-80.367041,1,rooftop,3250,Meridian Pkwy,,,Fort Lauderdale,FL,Broward County,33331,US,Broward
"810 W Mowry Drive, Homestead, FL 33030",25.469061,-80.48784,1,rooftop,810,W Mowry Dr,,,Homestead,FL,Miami-Dade County,33030,US,Miami-Dade County
"2805 Overseas Highway, Marathon, FL 33050",24.709868,-81.098187,1,rooftop,2805,Overseas Hwy,,,Marathon,FL,Monroe County,33050,US,Loveland
"450 W Davis Pkwy, Florida City, FL 33034",25.456179,-80.483085,1,rooftop,450,Davis Pkwy,Fl,IDA,Florida City,FL,Miami-Dade County,33034,US,Miami-Dade County
"627 NW 6th Avenue, Florida City, FL 33034",25.454468,-80.485193,1,range_interpolation,627,NW 6th Ave,Fl,IDA,Florida City,FL,Miami-Dade County,33034,US,TIGER/Line® dataset from the US Census Bureau
"350 7th St N, Naples, FL 34102",26.150643,-81.79872,1,rooftop,350,7th St N,,,Naples,FL,Collier County,34102,US,Collier County
"960 S. Williamson Boulevard, Daytona Beach, FL 32114",29.166633,-81.080044,1,rooftop,960,S Williamson Blvd,,,Daytona Beach,FL,Volusia County,32114,US,Volusia County
"1205 S. Woodland Boulevard, Deland, FL 32720",29.007797,-81.301935,1,rooftop,1205,S Woodland Blvd,,,De Land,FL,Volusia County,32720,US,Volusia County
"1200 Deltona Boulevard, Deltona, FL 32725",28.89598,-81.272651,1,rooftop,1200,Deltona Blvd,,,Deltona,FL,Volusia County,32725,US,Volusia County
"347 Don Shula Drive, Miami Gardens, FL 33056",25.957871,-80.238773,1,rooftop,347,Don Shula Dr,,,Opa Locka,FL,Miami-Dade County,33056,US,Miami-Dade County
"5444 Haverhill Rd, West Palm Beach, FL 33407",26.757602,-80.116857,1,range_interpolation,5444,Haverhill Rd,,,West Palm Beach,FL,Palm Beach County,33407,US,TIGER/Line® dataset from the US Census Bureau
"400 Health Park Blvd, St Augustine, FL 30286",29.863369,-81.317169,0.9,rooftop,400,Health Park Blvd,,,Saint Augustine,FL,St. Johns County,32086,US,St Johns
"224 SE 24th Street, Gainesville, FL 32641",29.649379,-82.294991,1,rooftop,224,SE 24th St,,,Gainesville,FL,Alachua County,32641,US,City of Gainesville
"2330 S. Congress Ave., West Palm Beach, FL 33406",26.641802,-80.087602,1,rooftop,2330,S Congress Ave,,,West Palm Beach,FL,Palm Beach County,33406,US,Palm Beach County
Not Listed,0,0,0,,,,,,,,,,,
Not Listed,0,0,0,,,,,,,,,,,
"5361 NW 22nd Ave, Miami, FL 33142",25.823786,-80.232251,1,rooftop,5361,NW 22nd Ave,,,Miami,FL,Miami-Dade County,33142,US,Miami-Dade County
Not Listed,0,0,0,,,,,,,,,,,
"1475 W. 49th Place, Hialeah, FL 33012",25.867703,-80.312421,1,range_interpolation,1475,W 49th Pl,,,Hialeah,FL,Miami-Dade County,33012,US,TIGER/Line® dataset from the US Census Bureau
"4771 S Cleveland Avenue, Fort Myers, FL 33907",26.59345,-81.87177,1,rooftop,4771,S Cleveland Ave,,,Fort Myers,FL,Lee County,33907,US,Statewide2
"1510 Sports Boulevard, Cape Coral, FL 33991",26.627423,-82.021522,0.52,nearest_rooftop_match,1410,Sports Blvd,,,Cape Coral,FL,Lee County,33991,US,MapWise (and individual Florida counties)
"200 City Marina, Marathon, FL 33050",24.998199,-80.532299,0.8,rooftop,200,Ocean Dr,,,Tavernier,FL,Monroe County,33070,US,Monroe
"501 Marlins Way, Miami, FL 33125",25.778166,-80.219575,1,rooftop,501,Marlins Way,,,Miami,FL,Miami-Dade County,33125,US,Miami-Dade County
"4621 Collins Avenue, Miami Beach, FL 33140",25.82092,-80.12161,1,rooftop,4621,Collins Ave,,,Miami Beach,FL,Miami-Dade County,33140,US,Miami-Dade County
"900 N Flamingo Rd, Pembroke Pines, FL 33028",26.018414,-80.316761,1,rooftop,900,N Flamingo Rd,,,Pembroke Pines,FL,Broward County,33028,US,Broward
"10901 Coral Way, Miami, FL 33165",25.747307,-80.372087,1,rooftop,10901,Coral Way,,,Miami,FL,Miami-Dade County,33165,US,Miami-Dade County
"1801 N. Temple Avenue, Starke, FL 32091",29.962292,-82.105075,1,rooftop,1801,N Temple Ave,,,Starke,FL,Bradford County,32091,US,Statewide2
"6000 49th St N, St Petersburg, FL 33709",27.825632,-82.702305,1,rooftop,6000,49th St N,,,Saint Petersburg,FL,Pinellas County,33709,US,City of Pinellas Park
"1344 S. Apollo Boulevard, Melbourne, FL 32901",28.087355,-80.618681,1,rooftop,1344,Apollo Blvd S,,,Melbourne,FL,Brevard County,32901,US,Loveland
"5980 Destination Parkway, Orlando, FL 32819",28.423234,-81.457137,1,rooftop,5980,Destination Pkwy,,,Orlando,FL,Orange County,32819,US,Loveland
"9400 Universal Blvd, Orlando, FL 32819",28.428367,-81.463781,1,rooftop,9400,Universal Blvd,,,Orlando,FL,Orange County,32819,US,Loveland
"1050 SE 17th St, Ste 200, Ocala, FL 34471",29.17146,-82.12621,1,range_interpolation,1050,SE 17th St,Ste,200,Ocala,FL,Marion County,34471,US,TIGER/Line® dataset from the US Census Bureau
"9311 SW State Rd 200, Ocala, FL 34481",29.063385,-82.27441,1,rooftop,9311,SW Hwy 200,,,Ocala,FL,Marion County,34481,US,Marion
"1000 Water St, Jacksonville, FL 32204",30.327413,-81.670268,1,rooftop,1000,Water St,,,Jacksonville,FL,Duval County,32204,US,Duval
"16700 Jog Rd, Delray Beach, FL 33446",26.425525,-80.146366,1,range_interpolation,16700,Jog Rd,,,Delray Beach,FL,Palm Beach County,33446,US,TIGER/Line® dataset from the US Census Bureau
"10710 SW 211th Street, Cutler Bay, FL 33189",25.571075,-80.364827,1,rooftop,10710,SW 211th St,,,Miami,FL,Miami-Dade County,33189,US,Miami-Dade County
"6500 38th Ave N, St Petersburg, FL 33710",27.805405,-82.726933,1,rooftop,6500,38th Ave N,,,Saint Petersburg,FL,Pinellas County,33710,US,Pinellas County
"1940 North Monroe St., Tallahassee, FL 32303",30.465998,-84.287645,1,rooftop,1940,N Monroe St,,,Tallahassee,FL,Leon County,32303,US,Leon
"4505 Gunn Highway, Tampa, FL 33624",28.048291,-82.517879,1,rooftop,4505,Gunn Hwy,,,Tampa,FL,Hillsborough County,33624,US,Hillsborough County
"799 W Lumsden Rd, Brandon, FL 33511",27.922718,-82.296932,1,rooftop,799,W Lumsden Rd,,,Brandon,FL,Hillsborough County,33511,US,Hillsborough County
"1 TIAA Bank Field Dr, Jacksonville, FL 32202",30.324957,-81.637316,1,rooftop,1,Tiaa Bank Field Dr,,,Jacksonville,FL,Duval County,32202,US,Duval
"3465 Village Center Drive, Jacksonville, FL 32206",30.359481,-81.663749,1,rooftop,3465,Village Center Dr,,,Jacksonville,FL,Duval County,32206,US,Duval
"550 E Dixie Ave, Leesburg, FL 34748",28.807932,-81.87028,1,rooftop,550,E Dixie Ave,,,Leesburg,FL,Lake County,34748,US,Loveland
"12491 University Boulevard - Garage A, Orlando, FL 32816",28.599889,-81.205721,1,rooftop,12491,University Blvd,,,Orlando,FL,Orange County,32816,US,Orange County
